Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Payment_Method,Order_Status,Name,City,Signup_Date,Age,Gender,Category,Cost_Price,Supplier,Total_Revenue,Profit
ORD0379,11-10-2023,C444,P505,1,1500,0.15,Upi,Delivered,User_344,Bangalore,25-02-2022,30,Male,Home,2500,Global Corp,1275,-1225
ORD0380,16-03-2023,C104,P504,10,1500,0,Debit Card,Delivered,User_4,Delhi,23-08-2025,28,Male,Fashion,1200,Unknown,15000,3000
ORD0381,04-06-2023,C174,P501,5,2500,0.05,Credit Card,Returned,User_74,Mumbai,20-05-2024,45,Female,Electronics,1000,ABC Pvt Ltd,11875,6875
ORD0382,22-04-2022,C381,P505,1,2500,0.1,Upi,Delivered,User_281,Mumbai,09-09-2025,20,Male,Home,2500,Global Corp,2250,-250
ORD0383,25-04-2024,C103,P503,5,999,0.15,Credit Card,Returned,User_3,Bangalore,29-04-2022,28,Female,Fashion,600,ABC Pvt Ltd,4245.75,1245.75
ORD0384,16-04-2022,C132,P501,1,999,0.05,Credit Card,Returned,User_32,Mumbai,25-04-2025,20,Male,Electronics,1000,ABC Pvt Ltd,949.05,-50.95
ORD0385,13-09-2025,C496,P504,5,1500,0.05,Debit Card,Cancelled,User_396,Bangalore,25-02-2025,45,Male,Fashion,1200,Unknown,7125,1125
ORD0386,03-08-2022,C544,P505,5,1500,0,Upi,Delivered,User_444,Mumbai,27-06-2023,30,Female,Home,2500,Global Corp,7500,-5000
ORD0387,12-03-2022,C147,P503,2,1500,0,Upi,Cancelled,User_47,Delhi,08-11-2023,28,Male,Fashion,600,ABC Pvt Ltd,3000,1800
ORD0388,01-02-2022,C210,P502,5,999,0.05,Credit Card,Delivered,User_110,Bangalore,14-07-2023,28,Male,Electronics,1800,XYZ Traders,4745.25,-4254.75
ORD0389,27-06-2022,C531,P504,5,2500,0.05,Cod,Cancelled,User_431,Delhi,16-07-2022,20,Male,Fashion,1200,Unknown,11875,5875
ORD0390,20-07-2023,C552,P505,10,999,0.05,Upi,Delivered,User_452,Mumbai,30-12-2023,20,Female,Home,2500,Global Corp,9490.5,-15509.5
ORD0391,18-12-2022,C275,P502,2,2500,0,Credit Card,Delivered,User_175,Delhi,27-02-2025,28,Female,Electronics,1800,XYZ Traders,5000,1400
ORD0392,25-08-2024,C265,P502,2,999,0.15,Cod,Delivered,User_165,Bangalore,16-01-2022,28,Male,Electronics,1800,XYZ Traders,1698.3,-1901.7
ORD0393,22-09-2025,C125,P502,5,2500,0.15,Debit Card,Returned,User_25,Delhi,27-06-2024,28,Female,Electronics,1800,XYZ Traders,10625,1625
ORD0394,09-09-2023,C526,P501,2,2500,0,Credit Card,Delivered,User_426,Mumbai,18-12-2023,28,Female,Electronics,1000,ABC Pvt Ltd,5000,3000
ORD0395,12-06-2023,C422,P505,5,1500,0.05,Debit Card,Delivered,User_322,Mumbai,23-11-2025,45,Female,Home,2500,Global Corp,7125,-5375
ORD0396,20-10-2023,C546,P501,2,1500,0.15,Upi,Returned,User_446,Delhi,15-06-2024,45,Male,Electronics,1000,ABC Pvt Ltd,2550,550
ORD0397,21-10-2023,C185,P501,10,1500,0.1,Upi,Delivered,User_85,Mumbai,22-07-2025,30,Male,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD0398,01-08-2025,C574,P502,2,1500,0.15,Upi,Cancelled,User_474,Delhi,29-11-2025,20,Female,Electronics,1800,XYZ Traders,2550,-1050
ORD0399,01-08-2025,C542,P503,1,999,0,Debit Card,Delivered,User_442,Delhi,21-07-2023,30,Male,Fashion,600,ABC Pvt Ltd,999,399
ORD0400,07-04-2024,C222,P502,10,1500,0.1,Debit Card,Delivered,User_122,Delhi,25-01-2024,30,Female,Electronics,1800,XYZ Traders,13500,-4500
ORD0401,27-02-2023,C153,P505,2,2500,0.1,Cod,Returned,User_53,Bangalore,16-02-2025,20,Female,Home,2500,Global Corp,4500,-500
ORD0402,30-12-2023,C137,P504,10,1500,0.15,Upi,Delivered,User_37,Bangalore,29-06-2024,28,Male,Fashion,1200,Unknown,12750,750
ORD0403,11-11-2022,C474,P502,10,1500,0.1,Credit Card,Cancelled,User_374,Bangalore,11-11-2022,28,Female,Electronics,1800,XYZ Traders,13500,-4500
ORD0404,02-07-2025,C431,P505,5,1500,0.05,Upi,Delivered,User_331,Bangalore,15-01-2022,30,Male,Home,2500,Global Corp,7125,-5375
ORD0405,28-08-2023,C311,P504,1,1500,0.05,Cod,Delivered,User_211,Delhi,16-07-2025,28,Female,Fashion,1200,Unknown,1425,225
ORD0406,04-12-2023,C406,P503,1,1500,0.1,Upi,Delivered,User_306,Mumbai,19-03-2023,45,Male,Fashion,600,ABC Pvt Ltd,1350,750
ORD0407,09-09-2024,C430,P501,5,1500,0.05,Upi,Cancelled,User_330,Bangalore,25-12-2025,45,Female,Electronics,1000,ABC Pvt Ltd,7125,2125
ORD0408,25-12-2024,C185,P504,2,1500,0.05,Upi,Delivered,User_85,Mumbai,22-07-2025,30,Male,Fashion,1200,Unknown,2850,450
ORD0409,28-01-2023,C119,P505,10,1500,0.1,Upi,Returned,User_19,Mumbai,08-12-2025,28,Female,Home,2500,Global Corp,13500,-11500
ORD0410,24-09-2024,C515,P505,2,999,0.1,Cod,Delivered,User_415,Bangalore,31-05-2025,28,Female,Home,2500,Global Corp,1798.2,-3201.8
ORD0411,16-09-2023,C560,P505,1,1500,0,Upi,Delivered,User_460,Delhi,05-11-2023,28,Female,Home,2500,Global Corp,1500,-1000
ORD0412,10-04-2022,C457,P501,2,1500,0.15,Credit Card,Delivered,User_357,Bangalore,26-07-2025,45,Male,Electronics,1000,ABC Pvt Ltd,2550,550
ORD0413,25-08-2024,C475,P502,1,1500,0,Debit Card,Returned,User_375,Bangalore,10-12-2025,45,Female,Electronics,1800,XYZ Traders,1500,-300
ORD0414,18-05-2025,C500,P503,1,1500,0.15,Upi,Returned,User_400,Bangalore,14-06-2023,28,Female,Fashion,600,ABC Pvt Ltd,1275,675
ORD0415,13-03-2023,C518,P502,1,1500,0.15,Upi,Cancelled,User_418,Bangalore,17-01-2025,20,Male,Electronics,1800,XYZ Traders,1275,-525
ORD0416,25-08-2022,C302,P504,1,2500,0.05,Upi,Cancelled,User_202,Delhi,13-10-2024,30,Male,Fashion,1200,Unknown,2375,1175
ORD0417,09-02-2023,C114,P501,1,999,0,Upi,Cancelled,User_14,Delhi,13-10-2023,30,Female,Electronics,1000,ABC Pvt Ltd,999,-1
ORD0418,14-06-2022,C416,P502,2,1500,0.1,Credit Card,Delivered,User_316,Mumbai,20-05-2024,28,Male,Electronics,1800,XYZ Traders,2700,-900
ORD0419,23-11-2023,C514,P504,2,1500,0.05,Upi,Cancelled,User_414,Delhi,07-05-2024,20,Male,Fashion,1200,Unknown,2850,450
ORD0420,18-05-2025,C482,P501,2,2500,0.05,Upi,Cancelled,User_382,Delhi,28-11-2023,20,Male,Electronics,1000,ABC Pvt Ltd,4750,2750
ORD0421,30-04-2023,C159,P505,10,1500,0.1,Upi,Returned,User_59,Delhi,01-05-2025,30,Female,Home,2500,Global Corp,13500,-11500
ORD0422,21-08-2025,C537,P505,2,2500,0.05,Upi,Returned,User_437,Mumbai,22-01-2025,45,Female,Home,2500,Global Corp,4750,-250
ORD0423,28-02-2024,C235,P504,1,999,0.1,Upi,Returned,User_135,Delhi,25-02-2025,45,Male,Fashion,1200,Unknown,899.1,-300.9
ORD0424,19-01-2023,C103,P503,1,1500,0.1,Upi,Returned,User_3,Bangalore,29-04-2022,28,Female,Fashion,600,ABC Pvt Ltd,1350,750
ORD0425,10-04-2024,C527,P502,1,1500,0.1,Upi,Cancelled,User_427,Delhi,18-12-2025,30,Female,Electronics,1800,XYZ Traders,1350,-450
ORD0426,05-06-2023,C243,P503,2,1500,0.05,Cod,Delivered,User_143,Bangalore,27-05-2023,28,Female,Fashion,600,ABC Pvt Ltd,2850,1650
ORD0427,30-07-2025,C286,P505,2,999,0,Upi,Delivered,User_186,Bangalore,18-04-2023,28,Female,Home,2500,Global Corp,1998,-3002
ORD0428,07-06-2024,C581,P501,1,2500,0,Upi,Delivered,User_481,Delhi,03-11-2025,30,Male,Electronics,1000,ABC Pvt Ltd,2500,1500
ORD0429,04-06-2022,C558,P504,10,1500,0,Credit Card,Delivered,User_458,Mumbai,10-04-2023,28,Male,Fashion,1200,Unknown,15000,3000
ORD0430,26-09-2025,C229,P504,1,1500,0.1,Upi,Cancelled,User_129,Bangalore,09-01-2022,45,Female,Fashion,1200,Unknown,1350,150
ORD0431,24-09-2023,C290,P502,5,999,0.15,Debit Card,Returned,User_190,Delhi,17-06-2024,30,Male,Electronics,1800,XYZ Traders,4245.75,-4754.25
ORD0432,02-03-2024,C237,P502,2,2500,0.1,Upi,Cancelled,User_137,Mumbai,04-08-2025,45,Male,Electronics,1800,XYZ Traders,4500,900
ORD0433,28-09-2025,C315,P501,1,1500,0.15,Upi,Delivered,User_215,Delhi,23-10-2024,28,Female,Electronics,1000,ABC Pvt Ltd,1275,275
ORD0434,05-12-2024,C211,P502,2,1500,0.05,Debit Card,Delivered,User_111,Delhi,20-02-2024,45,Female,Electronics,1800,XYZ Traders,2850,-750
ORD0435,18-05-2022,C565,P505,2,1500,0,Upi,Returned,User_465,Mumbai,30-04-2025,28,Female,Home,2500,Global Corp,3000,-2000
ORD0436,12-06-2024,C328,P504,1,1500,0.1,Upi,Cancelled,User_228,Delhi,11-03-2022,45,Male,Fashion,1200,Unknown,1350,150
ORD0437,21-01-2022,C184,P504,1,1500,0.05,Upi,Returned,User_84,Delhi,23-06-2025,20,Male,Fashion,1200,Unknown,1425,225
ORD0438,27-05-2024,C103,P503,10,1500,0.05,Cod,Cancelled,User_3,Bangalore,29-04-2022,28,Female,Fashion,600,ABC Pvt Ltd,14250,8250
ORD0439,28-02-2023,C233,P504,5,1500,0.1,Credit Card,Cancelled,User_133,Mumbai,13-09-2024,28,Male,Fashion,1200,Unknown,6750,750
ORD0440,08-05-2022,C267,P504,10,999,0.15,Debit Card,Cancelled,User_167,Mumbai,18-01-2023,20,Female,Fashion,1200,Unknown,8491.5,-3508.5
ORD0441,12-05-2023,C580,P501,1,2500,0.1,Upi,Cancelled,User_480,Mumbai,19-04-2024,28,Female,Electronics,1000,ABC Pvt Ltd,2250,1250
ORD0442,22-01-2023,C119,P504,1,999,0,Credit Card,Delivered,User_19,Mumbai,08-12-2025,28,Female,Fashion,1200,Unknown,999,-201
ORD0443,04-02-2023,C562,P504,1,999,0.05,Debit Card,Returned,User_462,Mumbai,18-10-2022,20,Female,Fashion,1200,Unknown,949.05,-250.95
ORD0444,09-04-2022,C366,P501,5,1500,0.1,Cod,Cancelled,User_266,Bangalore,15-01-2024,45,Male,Electronics,1000,ABC Pvt Ltd,6750,1750
ORD0445,03-01-2025,C276,P501,5,1500,0.05,Upi,Delivered,User_176,Delhi,02-08-2023,30,Female,Electronics,1000,ABC Pvt Ltd,7125,2125
ORD0446,01-12-2024,C496,P501,1,999,0,Debit Card,Cancelled,User_396,Bangalore,25-02-2025,45,Male,Electronics,1000,ABC Pvt Ltd,999,-1
ORD0447,01-02-2025,C328,P504,1,999,0,Upi,Delivered,User_228,Delhi,11-03-2022,45,Male,Fashion,1200,Unknown,999,-201
ORD0448,20-12-2023,C329,P503,5,1500,0,Credit Card,Delivered,User_229,Delhi,11-03-2024,28,Female,Fashion,600,ABC Pvt Ltd,7500,4500
ORD0449,19-03-2024,C576,P502,1,1500,0,Debit Card,Delivered,User_476,Delhi,30-08-2022,45,Female,Electronics,1800,XYZ Traders,1500,-300
ORD0450,09-04-2022,C479,P505,1,2500,0.1,Upi,Cancelled,User_379,Bangalore,07-08-2024,45,Male,Home,2500,Global Corp,2250,-250
ORD0451,24-08-2025,C367,P501,10,2500,0.15,Debit Card,Delivered,User_267,Mumbai,06-06-2022,20,Female,Electronics,1000,ABC Pvt Ltd,21250,11250
ORD0452,23-12-2023,C159,P504,1,2500,0.1,Credit Card,Delivered,User_59,Delhi,01-05-2025,30,Female,Fashion,1200,Unknown,2250,1050
ORD0453,23-01-2024,C434,P501,5,1500,0.15,Upi,Delivered,User_334,Delhi,19-06-2022,20,Male,Electronics,1000,ABC Pvt Ltd,6375,1375
ORD0454,14-11-2025,C345,P504,1,2500,0.05,Credit Card,Delivered,User_245,Delhi,12-04-2025,28,Female,Fashion,1200,Unknown,2375,1175
ORD0455,15-03-2024,C252,P503,1,1500,0.05,Debit Card,Returned,User_152,Mumbai,07-11-2025,28,Female,Fashion,600,ABC Pvt Ltd,1425,825
ORD0456,31-05-2025,C491,P504,2,2500,0,Credit Card,Returned,User_391,Bangalore,20-01-2023,30,Male,Fashion,1200,Unknown,5000,2600
ORD0457,27-10-2024,C332,P504,5,1500,0.15,Upi,Cancelled,User_232,Mumbai,01-12-2022,45,Male,Fashion,1200,Unknown,6375,375
ORD0458,04-10-2024,C288,P501,2,2500,0,Upi,Delivered,User_188,Delhi,12-12-2022,20,Male,Electronics,1000,ABC Pvt Ltd,5000,3000
ORD0459,18-10-2025,C354,P501,5,999,0.15,Upi,Delivered,User_254,Mumbai,08-02-2024,28,Female,Electronics,1000,ABC Pvt Ltd,4245.75,-754.25
ORD0460,20-12-2024,C442,P504,1,1500,0.05,Debit Card,Delivered,User_342,Delhi,28-11-2023,28,Male,Fashion,1200,Unknown,1425,225
ORD0461,22-08-2023,C555,P504,5,2500,0.05,Upi,Delivered,User_455,Delhi,12-01-2025,28,Male,Fashion,1200,Unknown,11875,5875
ORD0462,16-12-2024,C387,P501,10,1500,0.1,Upi,Delivered,User_287,Mumbai,20-08-2023,45,Male,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD0463,07-03-2025,C260,P504,1,999,0.15,Cod,Cancelled,User_160,Delhi,27-01-2022,28,Male,Fashion,1200,Unknown,849.15,-350.85
ORD0464,04-09-2024,C466,P505,1,1500,0,Credit Card,Returned,User_366,Bangalore,10-02-2023,28,Male,Home,2500,Global Corp,1500,-1000
ORD0465,22-03-2024,C181,P503,2,2500,0,Cod,Delivered,User_81,Bangalore,08-01-2023,20,Male,Fashion,600,ABC Pvt Ltd,5000,3800
ORD0466,13-07-2025,C131,P502,1,1500,0.05,Upi,Delivered,User_31,Delhi,27-04-2025,45,Female,Electronics,1800,XYZ Traders,1425,-375
ORD0467,12-12-2025,C245,P505,1,999,0.1,Upi,Delivered,User_145,Bangalore,25-11-2023,45,Female,Home,2500,Global Corp,899.1,-1600.9
ORD0468,08-10-2023,C288,P505,10,999,0.15,Upi,Cancelled,User_188,Delhi,12-12-2022,20,Male,Home,2500,Global Corp,8491.5,-16508.5
ORD0469,08-08-2025,C598,P501,1,1500,0,Credit Card,Returned,User_498,Bangalore,02-08-2024,20,Female,Electronics,1000,ABC Pvt Ltd,1500,500
ORD0470,12-06-2025,C204,P503,5,999,0,Upi,Cancelled,User_104,Delhi,30-10-2024,20,Male,Fashion,600,ABC Pvt Ltd,4995,1995
ORD0471,30-11-2023,C349,P501,10,1500,0,Cod,Delivered,User_249,Mumbai,01-01-2023,28,Male,Electronics,1000,ABC Pvt Ltd,15000,5000
ORD0472,26-05-2022,C256,P501,2,1500,0.05,Credit Card,Returned,User_156,Delhi,12-10-2025,28,Female,Electronics,1000,ABC Pvt Ltd,2850,850
ORD0473,29-01-2022,C513,P502,5,2500,0.15,Debit Card,Delivered,User_413,Delhi,11-11-2024,28,Male,Electronics,1800,XYZ Traders,10625,1625
ORD0474,17-05-2024,C413,P504,5,1500,0.15,Cod,Returned,User_313,Bangalore,01-05-2025,45,Male,Fashion,1200,Unknown,6375,375
ORD0475,13-06-2025,C157,P502,2,1500,0.05,Upi,Returned,User_57,Delhi,06-02-2023,30,Male,Electronics,1800,XYZ Traders,2850,-750
ORD0476,14-08-2022,C131,P501,1,1500,0,Cod,Cancelled,User_31,Delhi,27-04-2025,45,Female,Electronics,1000,ABC Pvt Ltd,1500,500
ORD0477,28-12-2024,C436,P502,10,1500,0.1,Upi,Returned,User_336,Mumbai,02-06-2025,28,Male,Electronics,1800,XYZ Traders,13500,-4500
ORD0478,11-03-2025,C177,P501,1,1500,0.05,Debit Card,Returned,User_77,Delhi,05-02-2024,30,Male,Electronics,1000,ABC Pvt Ltd,1425,425
ORD0479,19-06-2022,C519,P503,10,1500,0.1,Cod,Delivered,User_419,Bangalore,10-12-2023,20,Female,Fashion,600,ABC Pvt Ltd,13500,7500
ORD0480,14-01-2022,C445,P503,2,1500,0.05,Cod,Returned,User_345,Delhi,26-04-2022,20,Male,Fashion,600,ABC Pvt Ltd,2850,1650
ORD0481,19-01-2023,C473,P503,2,2500,0.15,Debit Card,Delivered,User_373,Bangalore,10-07-2022,28,Male,Fashion,600,ABC Pvt Ltd,4250,3050
ORD0482,13-05-2023,C505,P501,1,999,0.15,Credit Card,Returned,User_405,Delhi,03-08-2022,20,Female,Electronics,1000,ABC Pvt Ltd,849.15,-150.85
ORD0483,24-08-2024,C519,P505,5,999,0.15,Upi,Returned,User_419,Bangalore,10-12-2023,20,Female,Home,2500,Global Corp,4245.75,-8254.25
ORD0484,03-02-2023,C174,P502,2,2500,0.05,Credit Card,Cancelled,User_74,Mumbai,20-05-2024,45,Female,Electronics,1800,XYZ Traders,4750,1150
ORD0485,25-09-2024,C469,P501,1,2500,0.05,Cod,Delivered,User_369,Mumbai,31-03-2024,28,Male,Electronics,1000,ABC Pvt Ltd,2375,1375
ORD0486,05-12-2023,C194,P503,1,2500,0.05,Upi,Delivered,User_94,Delhi,27-03-2025,30,Female,Fashion,600,ABC Pvt Ltd,2375,1775
ORD0487,17-03-2025,C526,P502,2,999,0.1,Upi,Returned,User_426,Mumbai,18-12-2023,28,Female,Electronics,1800,XYZ Traders,1798.2,-1801.8
ORD0488,03-08-2025,C498,P502,1,1500,0.05,Debit Card,Cancelled,User_398,Delhi,18-08-2024,20,Male,Electronics,1800,XYZ Traders,1425,-375
ORD0489,06-10-2024,C526,P503,1,2500,0,Upi,Cancelled,User_426,Mumbai,18-12-2023,28,Female,Fashion,600,ABC Pvt Ltd,2500,1900
ORD0490,27-02-2023,C509,P504,5,1500,0,Cod,Cancelled,User_409,Delhi,24-03-2022,20,Male,Fashion,1200,Unknown,7500,1500
ORD0491,12-02-2024,C344,P502,5,999,0.1,Upi,Cancelled,User_244,Mumbai,05-03-2025,45,Female,Electronics,1800,XYZ Traders,4495.5,-4504.5
ORD0492,04-05-2024,C518,P501,1,1500,0.15,Upi,Delivered,User_418,Bangalore,17-01-2025,20,Male,Electronics,1000,ABC Pvt Ltd,1275,275
ORD0493,02-03-2022,C434,P505,2,1500,0.15,Cod,Cancelled,User_334,Delhi,19-06-2022,20,Male,Home,2500,Global Corp,2550,-2450
ORD0494,29-01-2023,C521,P504,5,1500,0.1,Cod,Delivered,User_421,Delhi,22-08-2022,45,Male,Fashion,1200,Unknown,6750,750
ORD0495,24-05-2024,C127,P503,1,999,0.05,Cod,Delivered,User_27,Delhi,25-06-2023,28,Male,Fashion,600,ABC Pvt Ltd,949.05,349.05
ORD0496,10-01-2023,C524,P503,2,999,0.05,Debit Card,Returned,User_424,Mumbai,04-12-2022,20,Male,Fashion,600,ABC Pvt Ltd,1898.1,698.1
ORD0497,10-06-2023,C323,P504,10,2500,0.15,Upi,Delivered,User_223,Bangalore,11-08-2023,28,Male,Fashion,1200,Unknown,21250,9250
ORD0498,20-03-2025,C588,P503,1,1500,0.05,Credit Card,Delivered,User_488,Bangalore,11-08-2022,28,Male,Fashion,600,ABC Pvt Ltd,1425,825
ORD0499,26-08-2023,C437,P501,5,1500,0.05,Credit Card,Delivered,User_337,Mumbai,27-08-2025,28,Male,Electronics,1000,ABC Pvt Ltd,7125,2125
ORD0500,07-06-2024,C215,P504,1,1500,0.15,Upi,Returned,User_115,Mumbai,06-10-2024,20,Male,Fashion,1200,Unknown,1275,75
ORD0501,15-06-2025,C200,P505,1,999,0.15,Cod,Delivered,User_100,Delhi,03-05-2023,30,Male,Home,2500,Global Corp,849.15,-1650.85
ORD0502,18-04-2024,C596,P504,1,2500,0,Cod,Cancelled,User_496,Delhi,29-04-2024,30,Female,Fashion,1200,Unknown,2500,1300
ORD0503,16-08-2024,C436,P503,10,2500,0.15,Debit Card,Cancelled,User_336,Mumbai,02-06-2025,28,Male,Fashion,600,ABC Pvt Ltd,21250,15250
ORD0504,19-03-2025,C323,P504,1,1500,0.15,Upi,Cancelled,User_223,Bangalore,11-08-2023,28,Male,Fashion,1200,Unknown,1275,75
ORD0505,06-09-2025,C323,P505,1,1500,0,Debit Card,Returned,User_223,Bangalore,11-08-2023,28,Male,Home,2500,Global Corp,1500,-1000
ORD0506,01-04-2025,C375,P503,2,999,0.05,Cod,Returned,User_275,Mumbai,09-05-2025,28,Female,Fashion,600,ABC Pvt Ltd,1898.1,698.1
ORD0507,21-11-2022,C379,P502,10,1500,0.05,Debit Card,Returned,User_279,Bangalore,25-10-2025,28,Male,Electronics,1800,XYZ Traders,14250,-3750
ORD0508,18-03-2022,C229,P502,1,1500,0,Upi,Returned,User_129,Bangalore,09-01-2022,45,Female,Electronics,1800,XYZ Traders,1500,-300
ORD0509,11-10-2023,C398,P505,10,999,0.05,Credit Card,Cancelled,User_298,Mumbai,04-05-2024,28,Male,Home,2500,Global Corp,9490.5,-15509.5
ORD0510,06-06-2024,C165,P505,5,1500,0.1,Upi,Cancelled,User_65,Delhi,25-05-2025,45,Male,Home,2500,Global Corp,6750,-5750
ORD0511,30-04-2025,C556,P505,1,1500,0.15,Credit Card,Delivered,User_456,Bangalore,13-11-2025,28,Male,Home,2500,Global Corp,1275,-1225
ORD0512,27-11-2022,C163,P505,10,999,0.05,Credit Card,Cancelled,User_63,Delhi,11-05-2023,30,Female,Home,2500,Global Corp,9490.5,-15509.5
ORD0513,08-08-2023,C523,P502,1,999,0,Upi,Delivered,User_423,Mumbai,28-08-2023,20,Male,Electronics,1800,XYZ Traders,999,-801
ORD0514,26-03-2022,C597,P505,10,999,0.15,Cod,Returned,User_497,Bangalore,03-01-2025,28,Female,Home,2500,Global Corp,8491.5,-16508.5
ORD0515,25-06-2023,C196,P501,1,1500,0.15,Debit Card,Delivered,User_96,Mumbai,25-03-2023,28,Female,Electronics,1000,ABC Pvt Ltd,1275,275
ORD0516,13-03-2025,C595,P504,5,2500,0,Upi,Delivered,User_495,Mumbai,02-10-2022,28,Male,Fashion,1200,Unknown,12500,6500
ORD0517,08-12-2025,C339,P501,5,2500,0.05,Credit Card,Returned,User_239,Delhi,15-10-2025,30,Female,Electronics,1000,ABC Pvt Ltd,11875,6875
ORD0518,21-09-2022,C435,P504,2,999,0.15,Cod,Delivered,User_335,Delhi,26-06-2023,20,Male,Fashion,1200,Unknown,1698.3,-701.7
ORD0519,17-08-2022,C393,P503,2,2500,0.15,Cod,Cancelled,User_293,Mumbai,15-06-2022,45,Female,Fashion,600,ABC Pvt Ltd,4250,3050
ORD0520,22-07-2025,C357,P504,1,1500,0.1,Credit Card,Delivered,User_257,Mumbai,20-02-2023,45,Male,Fashion,1200,Unknown,1350,150
ORD0521,03-09-2025,C178,P501,10,1500,0.05,Upi,Delivered,User_78,Bangalore,04-08-2022,28,Female,Electronics,1000,ABC Pvt Ltd,14250,4250
ORD0522,20-02-2025,C329,P502,1,1500,0.15,Cod,Cancelled,User_229,Delhi,11-03-2024,28,Female,Electronics,1800,XYZ Traders,1275,-525
ORD0523,06-01-2024,C243,P503,10,1500,0.05,Debit Card,Delivered,User_143,Bangalore,27-05-2023,28,Female,Fashion,600,ABC Pvt Ltd,14250,8250
ORD0524,07-03-2024,C331,P503,1,2500,0,Credit Card,Delivered,User_231,Mumbai,08-11-2025,45,Female,Fashion,600,ABC Pvt Ltd,2500,1900
ORD0525,02-11-2024,C549,P502,10,2500,0,Upi,Delivered,User_449,Bangalore,17-12-2023,28,Female,Electronics,1800,XYZ Traders,25000,7000
ORD0526,30-08-2022,C572,P504,5,999,0.1,Debit Card,Returned,User_472,Delhi,31-07-2023,28,Female,Fashion,1200,Unknown,4495.5,-1504.5
ORD0527,16-03-2023,C499,P502,1,999,0.15,Upi,Delivered,User_399,Bangalore,19-11-2023,28,Male,Electronics,1800,XYZ Traders,849.15,-950.85
ORD0528,11-06-2022,C159,P502,10,999,0.1,Cod,Cancelled,User_59,Delhi,01-05-2025,30,Female,Electronics,1800,XYZ Traders,8991,-9009
ORD0529,30-05-2025,C503,P505,2,2500,0.05,Credit Card,Delivered,User_403,Bangalore,17-03-2022,20,Male,Home,2500,Global Corp,4750,-250
ORD0530,09-01-2022,C562,P501,1,1500,0.1,Upi,Delivered,User_462,Mumbai,18-10-2022,20,Female,Electronics,1000,ABC Pvt Ltd,1350,350
ORD0531,03-11-2023,C319,P503,1,1500,0.1,Upi,Delivered,User_219,Bangalore,19-04-2023,28,Male,Fashion,600,ABC Pvt Ltd,1350,750
ORD0532,23-04-2023,C288,P504,1,999,0.05,Debit Card,Delivered,User_188,Delhi,12-12-2022,20,Male,Fashion,1200,Unknown,949.05,-250.95
ORD0533,26-02-2022,C422,P501,10,1500,0.15,Cod,Returned,User_322,Mumbai,23-11-2025,45,Female,Electronics,1000,ABC Pvt Ltd,12750,2750
ORD0534,04-07-2025,C201,P505,10,999,0.15,Upi,Delivered,User_101,Bangalore,17-11-2025,20,Female,Home,2500,Global Corp,8491.5,-16508.5
ORD0535,01-12-2024,C423,P504,1,1500,0,Upi,Cancelled,User_323,Bangalore,06-02-2025,30,Female,Fashion,1200,Unknown,1500,300
ORD0536,09-11-2025,C467,P502,1,1500,0,Debit Card,Delivered,User_367,Delhi,07-03-2024,20,Male,Electronics,1800,XYZ Traders,1500,-300
ORD0537,29-03-2024,C109,P502,1,999,0.15,Debit Card,Cancelled,User_9,Mumbai,11-06-2025,30,Male,Electronics,1800,XYZ Traders,849.15,-950.85
ORD0538,05-12-2025,C154,P501,1,2500,0.1,Debit Card,Delivered,User_54,Delhi,24-06-2024,30,Female,Electronics,1000,ABC Pvt Ltd,2250,1250
ORD0539,17-11-2025,C456,P503,1,2500,0,Credit Card,Delivered,User_356,Delhi,06-04-2024,30,Male,Fashion,600,ABC Pvt Ltd,2500,1900
ORD0540,12-03-2024,C322,P501,1,1500,0.1,Credit Card,Delivered,User_222,Mumbai,25-09-2023,20,Male,Electronics,1000,ABC Pvt Ltd,1350,350
ORD0541,13-08-2023,C296,P502,5,1500,0.05,Upi,Cancelled,User_196,Delhi,04-01-2024,20,Male,Electronics,1800,XYZ Traders,7125,-1875
ORD0542,09-04-2024,C388,P504,1,1500,0.15,Upi,Cancelled,User_288,Delhi,13-12-2024,28,Female,Fashion,1200,Unknown,1275,75
ORD0543,30-10-2022,C378,P502,5,999,0.15,Credit Card,Delivered,User_278,Mumbai,13-07-2024,30,Male,Electronics,1800,XYZ Traders,4245.75,-4754.25
ORD0544,12-09-2022,C527,P503,5,2500,0,Upi,Cancelled,User_427,Delhi,18-12-2025,30,Female,Fashion,600,ABC Pvt Ltd,12500,9500
ORD0545,15-11-2023,C342,P504,2,2500,0.1,Upi,Returned,User_242,Mumbai,13-11-2024,28,Female,Fashion,1200,Unknown,4500,2100
ORD0546,14-07-2023,C107,P502,10,1500,0,Debit Card,Cancelled,User_7,Mumbai,30-09-2023,30,Female,Electronics,1800,XYZ Traders,15000,-3000
ORD0547,18-02-2022,C401,P501,2,1500,0.05,Cod,Cancelled,User_301,Bangalore,11-08-2024,45,Male,Electronics,1000,ABC Pvt Ltd,2850,850
ORD0548,31-08-2025,C146,P502,1,1500,0,Upi,Cancelled,User_46,Mumbai,12-08-2022,45,Male,Electronics,1800,XYZ Traders,1500,-300
